id,description
212,"Rain shadow jkt - Staying inside isn't the only way to stay dry - enjoy the trails in all conditions with fully seam-sealed waterproof/breathable protection. The Rain Shadow is made from a packable, lightweight and tear-resistant 2.5-layer 100% nylon fabric with a waterproof/breathable H2No barrier and a Deluge DWR (durable water repellent) finish. On the inside, a raised pattern diffuses and channels moisture away from skin, aids in hassle-free layering, and enhances long-term durability. Updated with microfleece lining on the neck and chin, waterproof handwarmer pockets (no longer mesh-lined) with zipper garages, and external zippers that are now water-resistant (without storm flaps). Also features a roll-down, 2-way-adjustable, helmet-compatible hood, a 2-way center-front zipper, self-fabric cuff tabs and a drawcord hem.<br><br><b>Details:</b><ul> <li>""2.5-layer tear-resistant fabric with a waterproof/breathable H2No barrier and a Deluge DWR (durable water repellent) finish; highly engineered interior surface texture channels moisture away from skin, protects the waterproof barrier from abrasion and slides easily over layers""</li> <li>""Roll-down, 2-way-adjustable hood with a laminated visor for improved hood structure and visibility in poor conditions""</li> <li>""All zippers (center-front, handwarmer pockets, and pit zips) all feature a water resistant coating to keep you dry without extra storm flaps and hook-and-loop closures""</li> <li>Microfleece-lined neck and chin for comfort and enhanced protection of barrier</li> <li>Waterproof handwarmer pockets- without mesh lining</li> <li>Updated custom zipper pulls</li></ul><br><br><b>Fabric: </b>""2.5-layer, 2.5-oz 100% nylon with a waterproof/breathable H2No barrier and Deluge DWR finish""<br><br><b>Weight: </b>(323 g 11.2 oz)<br><br>Made in Vietnam."
213,"Rock guide pants - Our Rock Guides are made of a soft, stretch-woven nylon tough enough to withstand the sharp crystalline scrambling of Joshua Tree. They have the proven performance of our Guide line but in a lighter fabric, more contemporary styling and, this season, a more streamlined fit. Articulated knees and a gusseted crotch allow effortless high-stepping and stemming. The pants have an athletic cut that includes forward-angled side seams and straight legs with easy-to-roll-up cuffs that stay in place through footwork-intensive routes. The button waist has a zip fly, belt loops, and a brushed interior for next-to-skin comfort. Well-thought-out pocketing includes two front drop-ins; one zippered on right thigh; and two zippered below the back yoke. Inseam (size 8) is 32"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Lightweight, stretch-woven nylon; separated zip waist (not pull-on)""</li> <li>""Zip fly and button closure; Pockets: 2 front drop-in, zippered right thigh""</li> <li>Back zippered pockets below yoke</li> <li>Forward-angled side seams</li> <li>Gusseted crotch</li> <li>Regular rise</li> <li>""Inseam (size 8) is 32""""""</li></ul><br><br><b>Fabric: </b>4.5-oz 96-denier 96% stretch-woven nylon/4% spandex with Deluge DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(317 g 11 oz)<br><br>Made in Thailand."
214,"Rock guide shorts - Tough, abrasion-resistant Rock Guides are known to withstand butt-slide descents of the Joshua Tree classic, Clean and Jerk. Made of a technical stretch-woven nylon that's soft on the skin and dries quickly, the shorts have a zip fly, gusseted crotch, front drop-in pockets, a single zippered thigh pocket and rear security pockets. Regular rise; inseam (size 8) is 9"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Lightweight, stretch-woven nylon; separated zip waist (not pull-on)""</li> <li>""Zip fly and button closure; Pockets: 2 front drop-in, zippered on right thigh""</li> <li>Back zippered pockets below yoke</li> <li>Forward-angled side seams</li> <li>Gusseted crotch</li> <li>Regular rise</li> <li>""Inseam (size 8) is 9""""""</li></ul><br><br><b>Fabric: </b>4.5-oz 96-denier 96% stretch-woven nylon/4% spandex with Deluge DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(225 g 7.8 oz)<br><br>Made in Thailand."
215,"Serenity tights - long - Soft and stretchy for unrestricted mobility on the mat, our Serenity Tights are fitted close at the waist and through the hips and contour to a slight flare at the ankles. The adjustable waist rolls up or down and hides a mini key pocket. Made from an 8.6-oz 85% organic cotton/15% spandex knit. Inseam (size M) is 33"".<br><br><b>Details:</b><ul> <li>""Soft, organic cotton for comfort and breathability, spandex for mobility""</li> <li>Adjustable waist rolls up or down</li> <li>On-seam stealth mini key-pocket at waist</li> <li>""Slim, contoured leg fit; slight flare at hem""</li> <li>Regular rise</li> <li>""Inseam is 33""""""</li></ul><br><br><b>Fabric: </b>8.6-oz 85% organic cotton/15% spandex knit<br><br><b>Weight: </b>320 g (11.3 oz)<br><br>Made in Thailand."
216,"Simple guide jkt - Skin-in by headlamp, summit by noon, finish with some late-day cragging - our newest and lightest stretch-woven soft-shell jacket breathes, protects, and keeps pace throughout. The highly breathable and wind-resistant double-weave blend of 91% all-recycled polyester/9% spandex, with a Deluge DWR (durable water repellent) finish, moves with you, moves moisture, and stays as durable as you are. Details: microfleece-lined neck and wind flap, zippered and handwarmer pockets, elasticized cuffs and a drawcord hem. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Highly breathable and wind-resistant stretch-woven soft-shell fabric with Deluge DWR (durable water repellent) finish</li> <li>Microfleece-lined neck and wind flap for next-to-skin comfort</li> <li>Zippered handwarmer pockets</li> <li>Elasticized cuffs</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>6.2-oz 91% all-recycled polyester/9% spandex double weave with Deluge DWR finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(372 g 12.9 oz)<br><br>Made in Thailand."
217,"Simple guide pants - A trip to Patagonia and one pair of pants: Our Simple Guides deal with burly approaches, burlier conditions and coarse granite without a whimper. The double-weave blend of 91% all-recycled polyester/9% spandex, with a Deluge DWR (durable water repellent) finish, stretches with your every stride, stays durable while remaining lightweight, moves sweat, breathes, and resists weather. Updated styling includes straight lower legs, a partially elasticized waistband with a zippered fly. Other features include articulated knees and a gusseted crotch to help you stay limber, and DWR (durable water repellent) treated reverse-coil zippers on the pockets: two front, one thigh and one rear hip. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Lightweight stretch-woven fabric (100% recycled) wicks moisture, breathes and dries quickly while resisting weather and abrasion""</li> <li>Updated fit and styling</li> <li>""Separating, partially elasticized waistband with zippered fly with DWR (durable water repellent) finish""</li> <li>""Pockets: handwarmers, cargo, and back - all with DWR-treated reverse-coil zippers""</li> <li>Articulated knees for full mobility</li></ul><br><br><b>Fabric: </b>6.2-oz 91% all-recycled polyester/9% spandex double weave with DelugeDWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(346 g 12 oz)<br><br>Made in Thailand."
218,"Sleeveless a/c shirt - As cooling but more structured than a summer tank or camisole, this feminine shirt is made from our lightest-weight organic cotton. A/C fabric has an open weave that keeps the air circulating and, since it's already crinkled, refuses to wrinkle. The yarn-dyed plaids have a quiet, open geometry. The full-length button placket with delicate binding and coconut buttons lets you wear the shirt alone or layered. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Easy-care fabric is light and airy</li> <li>Princess seaming for shaping</li> <li>Delicate collar</li> <li>Full-length button placket with feminine binding and coconut buttons</li></ul><br><br><b>Fabric: </b>3.2-oz 100% organic cotton yarn-dyed plain weave. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(124 g 4.3 oz)<br><br>Made in Thailand."
219,"Solid adour btm - Adours feature a scooped, low-rise front (lined) and medium coverage in back. Our improved fabric blend is made of 82% nylon/18% spandex.<br><br><b>Details:</b><ul> <li>Medium coverage</li> <li>Lined front</li> <li>Slightly scooping front</li> <li>Low rise</li> <li>Improved fabric</li></ul><br><br><b>Fabric: </b>5.6-oz 82% nylon/18% spandex<br><br><b>Weight: </b>(43 g 1.5 oz)<br><br>Made in USA."
220,"Solid betina btm - Our fullest coverage bottoms, the Betina fits highest across the hips with a slightly scooped, lined front. Made from a hard-wearing blend of 82% nylon/18% spandex.<br><br><b>Details:</b><ul> <li>Fullest coverage bottom</li> <li>""Fits highest across hips, full front and back coverage""</li> <li>Regular rise</li> <li>Improved fabric</li></ul><br><br><b>Fabric: </b>5.6-oz 82% nylon/18% spandex<br><br><b>Weight: </b>(49 g 1.7 oz)<br><br>Made in USA."
221,"Solid bibiana 1 piece - The sporty Bibiana One-Piece has racer-style shoulder straps with a keyhole back. It has a shelf bra with sewn-in soft pads, full back coverage and a lined front. Made from a blend of 82% nylon/18% spandex.<br><br><b>Details:</b><ul> <li>T-back racer style</li> <li>Lined front</li> <li>Shelf bra with sewn-in soft cups</li> <li>Full back coverage</li> <li>Improved fabric</li></ul><br><br><b>Fabric: </b>5.6-oz 82% nylon/18% spandex<br><br><b>Weight: </b>(129 g 4.5 oz)<br><br>Made in USA."
222,Solid bibiana top - The athletic Bibiana Top's racerback style won't impede shoulder blade movement when paddling or swimming. It has a lined front and an elastic underbust band for secure support. The low-cut front prevents water wash. With removable side-entry soft cups. Made from a blend of 82% nylon/18% spandex.<br><br><b>Details:</b><ul> <li>Racerback style</li> <li>Lined front</li> <li>Elastic underbust band for support</li> <li>Removable side-entry soft cups</li> <li>Improved fabric</li></ul><br><br><b>Fabric: </b>5.6-oz 82% nylon/18% spandex<br><br><b>Weight: </b>(51 g 1.8 oz)<br><br>Made in USA.
223,"Solimar pants - In case your travel plans coincide with biting flies or the cloudless clarity of a high-pressure - we've got you covered. Our lightest weight summer pant is made of a soft, stretch nylon with sun protection (30 UPF) and a DWR (durable water repellent) finish. Shaped and well-structured, the pants have a zip fly with button closure, waistband with belt loops, welted front patch pockets and a right thigh mini drop-in pocket. A capri length option secures with button fasteners. Straight legs and a regular rise. Inseam (size 8) is 32"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Lightweight stretch fabric with 30-UPF sun protection and DWR (durable water repellent) finish; waistband with belt loops</li> <li>Zip fly with button closure</li> <li>Patch front pockets with welt openings; mini drop-in pocket on right thigh</li> <li>Straight leg; back seaming and dart for shaping</li> <li>Legs fasten with button for capri length</li> <li>Regular rise</li> <li>""Inseam (size 8) is 32""""""</li></ul><br><br><b>Fabric: </b>3-oz 93% nylon/7% spandex with 30-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(181 g 6.3 oz)<br><br>Made in Vietnam."
